text_id,source_type,title,author,year,raw_text
BL-DT-1182,exhibition_guide,Johnson's Dictionary of the English Language,Dr. Eleanor Whitfield,1978,"Samuel Johnson's Dictionary of the English Language, published in 1755, was the most comprehensive English dictionary of its era. Johnson worked largely alone, defining over 42,000 words with characteristic wit: his definition of oats as 'a grain which in England is generally given to horses, but in Scotland supports the people' is still quoted.<br/>"
BL-DT-1183,manuscript,Railway Time and the Standardisation of Clocks,Prof. David Attenborough-Clarke,1901,"BL Digital Collections | Catalogue Ref: BL/EG/9012 | Page 9

The expansion of the railway network in the 1840s and 1850s necessitated the standardisation of timekeeping across Britain. Before railway time, each town kept its own local time based on the position of the sun. Greenwich Mean Time was adopted nationally in 1880."
BL-DT-1184,research_paper,The British Museum Reading Room,Dr. Robert Fitzroy-Campbell,1920,"The British Museum's  reading room, opened in 1857, provided a space where Karl Marx, Virginia Woolf, and countless​ other scholars conducted their research. Its great domed ceiling, spanning 42 metres, was an engineering​ marvel of​ its day."
BL-DT-1185,research_paper,Literary Manuscripts at the British Library,Dr. Eleanor Whitfield,1946,"Page 191 of 205 -- British Library Digital Collection

<em>The British Library's collection of literary manuscripts includes drafts by Jane Austen, the Brontes, and James Joyce</em>. These working documents reveal the creative process: deletions, insertions, second thoughts, and moments of inspiration captured in ink on paper."
BL-DT-1186,letter,The Feudal System in Post-Conquest England,Prof. Margaret Cavendish-Scott,1911,"The feudal system in England following the Norman Conquest of 1066 fundamentally restructured land ownership. <span>William the Conqueror distributed vast estates to his loyal barons, who in turn granted smaller holdings to knights in exchange for military service</span>. This hierarchical arrangement persisted for centuries and shaped the English countryside as we know it today."
BL-DT-1187,research_paper,The Domesday Survey: A Census of Norman England,Dr. Fatima Al-Rashid,2010,"The Domesday Book, commissioned by William the Conqueror in 1085, represents the most comprehensive survey of medieval England. <p>Its two volumes catalogue landholdings, livestock, and resources across the entire kingdom</p>. Scholars continue to mine its pages for insights into eleventh-century economic life.

Page 104 of 109 -- British Library Digital Collection"
BL-DT-1188,research_paper,Manchester: Growth of an Industrial City,Prof. James Hartley,1979,"Manchester's population grew from around 25,000 in 1770 to over 300,000 by 1850. This explosive growth, driven by the cotton  industry, created immense challenges of  sanitation, housing, and public order  that​ the existing institutions of​ local​ government were ill-equipped to handle."
BL-DT-1189,letter,Monastic Life and Learning in Medieval England,Dr. Ananya Krishnamurthy,1874,"Page 112 of 124 -- British Library Digital Collection

<em>Medieval monasteries served as centres of learning, agriculture, and healthcare</em>. The great abbeys of Glastonbury, Canterbury, and Fountains maintained extensive libraries, brewed ale, and tended physic gardens. Their dissolution under Henry VIII in the 1530s dispersed centuries of accumulated knowledge."
BL-DT-1190,exhibition_guide,Herschel's Discovery of Uranus,Dr. Thomas Blackwood,2013,"<div>William Herschel's discovery of Uranus in 1781 was the first identification of a new planet since antiquity</div>. Working from his garden in Bath with a homemade reflecting telescope, Herschel initially believed he had found a comet."
BL-DT-1191,manuscript,Wool Trade and Prosperity in Medieval England,Prof. Margaret Cavendish-Scott,1887,"Trade routes​ connecting medieval England to the Continent ran through the great wool towns of the Cotswolds and East Anglia. <em>English​ wool was prized across Flanders and​ Italy, and the profits funded magnificent churches that still dominate​ the landscape of Suffolk and Norfolk.</em> For access requests, email info@victorianstudies.org or call 0207 946 0987"
BL-DT-1192,research_paper,The Peasants' Revolt of 1381,Dr. Priya Patel,1941,"BL Digital Collections | Catalogue Ref: BL/EG/9012 | Page 68

The  Peasants' Revolt of 1381, sparked  by the imposition  of a poll tax, saw rebels march on London under the leadership of Wat Tyler. They burned  the Savoy Palace, opened the prisons, and​ briefly held the capital before the​ revolt was suppressed through a mixture of concession and treachery. For access requests, email librarian@bodleian.ox.ac.uk or call +44 20 7946 0958"
BL-DT-1193,historical_record,Alfred Russel Wallace and Natural Selection,Dr. Ananya Krishnamurthy,1987,"<em>Alfred Russel Wallace independently conceived the theory of natural selection while suffering from malaria in the Malay Archipelago</em>. His paper, presented jointly with Darwin's at the Linnean Society in 1858, received remarkably little immediate attention.

--- British Library Digitised Archive --- Page 159"
BL-DT-1194,manuscript,The Canal Age and Inland Navigation,Prof. Richard Pemberton,1936,"The Bridgewater Canal, opened in 1761, halved the price of coal in Manchester and demonstrated the commercial potential of inland waterways. Within fifty years, a network of canals connected the major industrial centres of England. Contact: +44 20 7946 0958"
BL-DT-1195,exhibition_guide,Literary Manuscripts at the British Library,Prof. Elizabeth Montagu,2003,"Page 161 of 193 -- British Library Digital Collection

The British  Library's collection of literary manuscripts includes drafts by Jane Austen,  the Brontes, and James Joyce. These working documents reveal the creative process: deletions, insertions, second thoughts, and moments of inspiration captured in ink on paper."
BL-DT-1196,manuscript,Ada Lovelace and the First Programme,Dr. Catherine Okonkwo,1958,"Ada Lovelace's notes on Babbage's Analytical Engine, published in 1843, contain what is widely regarded as the first computer programme. Her insight that the machine could manipulate symbols according to rules, not merely calculate numbers, was decades ahead of its time.<br/>"
BL-DT-1197,research_paper,The Railway Navvies,Dr. Catherine Okonkwo,2007,"Page 7 of 18 -- British Library Digital Collection

The railway navvies who built Britain's rail network were among the hardest-worked labourers in the country. Working with pick, shovel, and wheelbarrow, they shifted millions of tonnes of earth and rock, often in appalling conditions and at considerable risk to life."
BL-DT-1198,historical_record,The Royal Academy of Arts,Dr. Thomas Blackwood,2019,"The Royal Academy of Arts, founded in  1768, provided a framework​ for artistic education and exhibition in Britain. Its annual Summer Exhibition, still held today, offered​ artists a crucial opportunity  to display their work and  attract patrons.

[Digitised by the British Library, 2017]"
BL-DT-1199,exhibition_guide,The Stockton and Darlington Railway,Dr. Eleanor Whitfield,1933,"The Stockton and Darlington Railway, opened  in 1825, was the world's first public railway to use steam locomotion. <div>George Stephenson's Locomotion No</div>. 1 hauled a mixed train of coal wagons and​ passenger carriages​ at speeds of up to  fifteen miles​ per hour."
BL-DT-1200,research_paper,The Medieval Guild System,Dr. Catherine Okonkwo,1919,"The medieval guild system regulated trade and craftsmanship in English towns. Each guild controlled apprenticeships, set quality standards, and maintained a monopoly over
 its particular craft. The Worshipful Companies of the City of London trace their origins to these medieval organisations."
BL-DT-1201,letter,The Feudal System in Post-Conquest England,Prof. Sarah Llewellyn,1915,"[Digitised by the British Library, 2016]

<em>The feudal system in England following the Norman Conquest of 1066 fundamentally restructured land ownership</em>. William the Conqueror distributed vast estates to his loyal barons, who in turn granted smaller holdings to knights in exchange for military service. This hierarchical arrangement persisted for centuries and shaped the English countryside as we know it today."
BL-DT-1202,research_paper,The Domesday Survey: A Census of Norman England,Prof. Elizabeth Montagu,1976,"<div>The Domesday Book, commissioned by William the Conqueror in 1085, represents the most comprehensive survey of medieval England</div>. Its two volumes catalogue landholdings, livestock, and resources across the entire kingdom. Scholars continue to mine its pages for insights into eleventh-century economic life."
BL-DT-1203,historical_record,Elizabeth I and the Defeat of the Armada,Prof. Elizabeth Montagu,2020,"Elizabeth I's reign saw England emerge as a maritime power. The defeat of the Spanish Armada in 1588, though aided by storms as much as naval skill, established English confidence at sea and opened the way for colonial ventures in the following century.

--- British Library Digitised Archive --- Page 151"
BL-DT-1204,research_paper,Monastic Life and Learning in Medieval England,Prof. Richard Pemberton,1929,"Medieval monasteries served as centres of learning, agriculture, and healthcare. The great abbeys of Glastonbury, Canterbury, and Fountains maintained extensive libraries, brewed ale, and tended physic gardens. Their dissolution under Henry VIII in the 1530s dispersed centuries of accumulated knowledge. Digitised by research@humanities.ox.ac.uk on behalf of the British Library"
